extension_id,loan_number,extension_sequence,extension_request_date,extension_days,extension_fee_percent,extension_fee_amount,requested_by_role,approved_by_employee_id,reason_code,lock_expiration_date_before,lock_expiration_date_after
92975,70007250,2,2023-02-22,5,0.00125,484.57,Broker,127,Borrower Delay,2023-02-24,2023-03-01
92976,70007251,1,2023-04-12,5,0.00125,502.31,Processor,128,Title Issues,2023-04-17,2023-04-22
92977,70007251,2,2023-04-21,15,0.0025,1004.61,Broker,125,Underwriting Conditions,2023-04-22,2023-05-07
92978,70007256,1,2023-02-24,5,0.00125,511.06,Processor,128,Underwriting Conditions,2023-03-01,2023-03-06
92979,70007256,2,2023-03-01,15,0.0025,1022.12,Broker,128,Borrower Delay,2023-03-06,2023-03-21
92980,70007257,1,2023-04-16,5,0.00125,326.61,Loan Officer,134,Underwriting Conditions,2023-04-19,2023-04-24
92981,70007257,2,2023-04-19,5,0.00125,326.61,Processor,137,Underwriting Conditions,2023-04-24,2023-04-29
92982,70007258,1,2023-03-27,15,0.0025,1301.37,Loan Officer,138,Appraisal Delay,2023-04-01,2023-04-16
92983,70007261,1,2023-04-14,5,0.00125,368.66,Loan Officer,138,Borrower Delay,2023-04-15,2023-04-20
92984,70007267,1,2023-03-27,5,0.00125,970.13,Loan Officer,133,Appraisal Delay,2023-03-30,2023-04-04
92985,70007267,2,2023-04-03,15,0.0025,1940.26,Loan Officer,129,Title Issues,2023-04-04,2023-04-19
92986,70007267,3,2023-04-15,15,0.0025,1940.26,Broker,134,Appraisal Delay,2023-04-19,2023-05-04
92987,70007270,1,2023-03-13,5,0.00125,763.7,Broker,134,Appraisal Delay,2023-03-15,2023-03-20
92988,70007272,1,2023-02-27,15,0.0025,944.52,Broker,127,Rate Shopping,2023-02-28,2023-03-15
92989,70007272,2,2023-03-14,5,0.00125,472.26,Loan Officer,138,Title Issues,2023-03-15,2023-03-20
92990,70007274,1,2023-04-19,5,0.00125,505.25,Broker,137,Rate Shopping,2023-04-22,2023-04-27
92991,70007277,1,2023-04-23,15,0.0025,1478.45,Broker,135,Borrower Delay,2023-04-28,2023-05-13
92992,70007279,1,2023-04-16,5,0.00125,507.66,Broker,137,Rate Shopping,2023-04-17,2023-04-22
92993,70007279,2,2023-04-21,15,0.0025,1015.32,Loan Officer,133,Appraisal Delay,2023-04-22,2023-05-07
92994,70007283,1,2023-04-22,5,0.00125,401.04,Loan Officer,131,Borrower Delay,2023-04-24,2023-04-29
92995,70007283,2,2023-04-28,15,0.0025,802.09,Broker,132,Rate Shopping,2023-04-29,2023-05-14
92996,70007287,1,2023-03-25,15,0.0025,894.47,Broker,132,Underwriting Conditions,2023-03-26,2023-04-10
92997,70007289,1,2023-05-01,5,0.00125,449.45,Processor,138,Underwriting Conditions,2023-05-04,2023-05-09
92998,70007292,1,2023-03-14,5,0.00125,667.35,Processor,139,Underwriting Conditions,2023-03-15,2023-03-20
92999,70007294,1,2023-05-19,5,0.00125,557.67,Loan Officer,133,Borrower Delay,2023-05-23,2023-05-28
93000,70007297,1,2023-03-22,5,0.00125,948.07,Processor,139,Rate Shopping,2023-03-25,2023-03-30
93001,70007298,1,2023-03-22,5,0.00125,508.88,Broker,133,Borrower Delay,2023-03-23,2023-03-28
93002,70007302,1,2023-04-25,5,0.00125,432.83,Broker,138,Borrower Delay,2023-04-29,2023-05-04
93003,70007302,2,2023-05-02,15,0.0025,865.66,Loan Officer,131,Title Issues,2023-05-04,2023-05-19
93004,70007305,1,2023-04-15,5,0.00125,367.96,Broker,136,Underwriting Conditions,2023-04-19,2023-04-24
93005,70007305,2,2023-04-21,5,0.00125,367.96,Processor,130,Title Issues,2023-04-24,2023-04-29
93006,70007306,1,2023-04-10,15,0.0025,621.97,Loan Officer,139,Appraisal Delay,2023-04-13,2023-04-28
93007,70007307,1,2023-02-02,15,0.0025,424.08,Broker,133,Rate Shopping,2023-02-07,2023-02-22
93008,70007307,2,2023-02-21,5,0.00125,212.04,Loan Officer,136,Title Issues,2023-02-22,2023-02-27
93009,70007307,3,2023-02-24,15,0.0025,424.08,Broker,128,Underwriting Conditions,2023-02-27,2023-03-14
93010,70007309,1,2023-02-28,5,0.00125,356.89,Processor,131,Rate Shopping,2023-03-03,2023-03-08
93011,70007312,1,2023-03-19,5,0.00125,278.2,Processor,132,Borrower Delay,2023-03-24,2023-03-29
93012,70007313,1,2023-03-01,5,0.00125,494.59,Processor,137,Appraisal Delay,2023-03-02,2023-03-07
93013,70007316,1,2023-03-19,15,0.0025,1446.99,Loan Officer,136,Appraisal Delay,2023-03-23,2023-04-07
93014,70007316,2,2023-04-05,15,0.0025,1446.99,Processor,135,Underwriting Conditions,2023-04-07,2023-04-22
93015,70007323,1,2023-04-20,15,0.0025,437.11,Processor,133,Borrower Delay,2023-04-21,2023-05-06
93016,70007323,2,2023-05-05,15,0.0025,437.11,Processor,138,Appraisal Delay,2023-05-06,2023-05-21
93017,70007324,1,2023-03-22,5,0.00125,327.4,Processor,126,Borrower Delay,2023-03-27,2023-04-01
93018,70007326,1,2023-02-19,15,0.0025,683.46,Broker,128,Rate Shopping,2023-02-22,2023-03-09
93019,70007326,2,2023-03-08,15,0.0025,683.46,Broker,126,Rate Shopping,2023-03-09,2023-03-24
93020,70007328,1,2023-02-28,5,0.00125,205.11,Processor,138,Borrower Delay,2023-03-02,2023-03-07
93021,70007328,2,2023-03-05,15,0.0025,410.22,Loan Officer,136,Underwriting Conditions,2023-03-07,2023-03-22
93022,70007329,1,2023-02-17,15,0.0025,1126.02,Loan Officer,138,Title Issues,2023-02-19,2023-03-06
93023,70007332,1,2023-04-14,5,0.00125,623.34,Loan Officer,138,Rate Shopping,2023-04-16,2023-04-21
93024,70007339,1,2023-05-12,5,0.00125,857.45,Processor,138,Rate Shopping,2023-05-13,2023-05-18
93025,70007339,2,2023-05-16,15,0.0025,1714.89,Broker,129,Appraisal Delay,2023-05-18,2023-06-02
93026,70007343,1,2023-02-04,15,0.0025,849.11,Processor,131,Underwriting Conditions,2023-02-05,2023-02-20
93027,70007344,1,2023-03-21,5,0.00125,796.91,Loan Officer,125,Title Issues,2023-03-23,2023-03-28
93028,70007344,2,2023-03-24,5,0.00125,796.91,Broker,137,Appraisal Delay,2023-03-28,2023-04-02
93029,70007345,1,2023-05-05,15,0.0025,571.87,Processor,127,Underwriting Conditions,2023-05-08,2023-05-23
93030,70007345,2,2023-05-18,15,0.0025,571.87,Loan Officer,139,Borrower Delay,2023-05-23,2023-06-07
93031,70007347,1,2023-02-20,5,0.00125,684.04,Processor,130,Borrower Delay,2023-02-25,2023-03-02
93032,70007347,2,2023-03-01,5,0.00125,684.04,Broker,138,Rate Shopping,2023-03-02,2023-03-07
93033,70007348,1,2023-04-20,15,0.0025,589.28,Processor,129,Underwriting Conditions,2023-04-21,2023-05-06
93034,70007349,1,2023-03-28,15,0.0025,312.55,Broker,128,Rate Shopping,2023-04-01,2023-04-16
93035,70007351,1,2023-04-25,5,0.00125,894.61,Processor,125,Title Issues,2023-04-27,2023-05-02
93036,70007356,1,2023-03-11,15,0.0025,981.73,Processor,131,Appraisal Delay,2023-03-13,2023-03-28
93037,70007366,1,2023-05-02,5,0.00125,556.46,Loan Officer,125,Borrower Delay,2023-05-07,2023-05-12
93038,70007366,2,2023-05-11,5,0.00125,556.46,Broker,126,Appraisal Delay,2023-05-12,2023-05-17
93039,70007368,1,2023-05-02,5,0.00125,267.7,Processor,134,Rate Shopping,2023-05-05,2023-05-10
93040,70007368,2,2023-05-09,5,0.00125,267.7,Processor,139,Borrower Delay,2023-05-10,2023-05-15
93041,70007368,3,2023-05-12,15,0.0025,535.41,Broker,129,Borrower Delay,2023-05-15,2023-05-30
93042,70007370,1,2023-04-24,5,0.00125,466.81,Broker,125,Borrower Delay,2023-04-26,2023-05-01
93043,70007370,2,2023-04-27,5,0.00125,466.81,Processor,134,Appraisal Delay,2023-05-01,2023-05-06
93044,70007372,1,2023-04-02,15,0.0025,1102.6,Broker,137,Underwriting Conditions,2023-04-05,2023-04-20
93045,70007379,1,2023-03-03,15,0.0025,1376.99,Processor,137,Rate Shopping,2023-03-04,2023-03-19
93046,70007380,1,2023-04-10,5,0.00125,400.02,Broker,132,Rate Shopping,2023-04-15,2023-04-20
93047,70007394,1,2023-04-06,15,0.0025,1536.95,Loan Officer,127,Underwriting Conditions,2023-04-10,2023-04-25
93048,70007394,2,2023-04-20,5,0.00125,768.47,Loan Officer,134,Title Issues,2023-04-25,2023-04-30
93049,70007395,1,2023-04-22,15,0.0025,1328.49,Loan Officer,128,Borrower Delay,2023-04-23,2023-05-08
93050,70007395,2,2023-05-06,5,0.00125,664.24,Broker,134,Underwriting Conditions,2023-05-08,2023-05-13
93051,70007408,1,2023-03-05,5,0.00125,617.71,Processor,133,Rate Shopping,2023-03-06,2023-03-11
93052,70007411,1,2023-03-28,15,0.0025,1173.48,Processor,136,Rate Shopping,2023-04-02,2023-04-17
93053,70007413,1,2023-02-09,15,0.0025,741.13,Loan Officer,125,Rate Shopping,2023-02-12,2023-02-27
93054,70007424,1,2023-05-16,15,0.0025,1558.77,Broker,135,Title Issues,2023-05-20,2023-06-04
93055,70007425,1,2023-04-10,5,0.00125,579.88,Broker,125,Underwriting Conditions,2023-04-15,2023-04-20
93056,70007428,1,2023-04-16,5,0.00125,711.82,Processor,135,Rate Shopping,2023-04-18,2023-04-23
93057,70007429,1,2023-05-30,15,0.0025,1081.84,Loan Officer,133,Appraisal Delay,2023-06-01,2023-06-16
93058,70007431,1,2023-03-20,15,0.0025,911.09,Broker,128,Title Issues,2023-03-24,2023-04-08
93059,70007434,1,2023-03-09,5,0.00125,227.15,Processor,133,Appraisal Delay,2023-03-14,2023-03-19
93060,70007434,2,2023-03-16,15,0.0025,454.3,Processor,131,Borrower Delay,2023-03-19,2023-04-03
93061,70007436,1,2023-02-09,5,0.00125,406.04,Broker,133,Rate Shopping,2023-02-12,2023-02-17
93062,70007439,1,2023-03-11,5,0.00125,287.84,Loan Officer,131,Underwriting Conditions,2023-03-12,2023-03-17
93063,70007442,1,2023-04-18,15,0.0025,1736.16,Loan Officer,127,Rate Shopping,2023-04-21,2023-05-06
93064,70007446,1,2023-04-20,15,0.0025,1116.93,Broker,133,Title Issues,2023-04-23,2023-05-08
93065,70007449,1,2023-04-18,5,0.00125,970.35,Broker,131,Borrower Delay,2023-04-23,2023-04-28
93066,70007453,1,2023-03-04,5,0.00125,783.16,Loan Officer,136,Underwriting Conditions,2023-03-05,2023-03-10
93067,70007453,2,2023-03-08,15,0.0025,1566.33,Processor,126,Borrower Delay,2023-03-10,2023-03-25
93068,70007454,1,2023-02-10,5,0.00125,387.47,Processor,126,Title Issues,2023-02-13,2023-02-18
93069,70007455,1,2023-02-13,15,0.0025,1149.06,Processor,125,Borrower Delay,2023-02-16,2023-03-03
93070,70007455,2,2023-02-28,5,0.00125,574.53,Loan Officer,134,Borrower Delay,2023-03-03,2023-03-08
93071,70007461,1,2023-02-25,5,0.00125,278.78,Loan Officer,128,Borrower Delay,2023-02-26,2023-03-03
93072,70007461,2,2023-03-01,5,0.00125,278.78,Broker,138,Rate Shopping,2023-03-03,2023-03-08
93073,70007461,3,2023-03-06,15,0.0025,557.56,Broker,127,Title Issues,2023-03-08,2023-03-23
93074,70007474,1,2023-04-10,15,0.0025,745.34,Broker,125,Borrower Delay,2023-04-15,2023-04-30
93075,70007474,2,2023-04-26,15,0.0025,745.34,Loan Officer,129,Rate Shopping,2023-04-30,2023-05-15
93076,70007481,1,2023-04-26,5,0.00125,361.54,Processor,128,Rate Shopping,2023-04-28,2023-05-03
93077,70007481,2,2023-04-29,15,0.0025,723.07,Processor,130,Underwriting Conditions,2023-05-03,2023-05-18
93078,70007482,1,2023-03-06,15,0.0025,817.02,Processor,127,Rate Shopping,2023-03-08,2023-03-23
93079,70007483,1,2023-03-23,5,0.00125,832.04,Broker,135,Borrower Delay,2023-03-26,2023-03-31
93080,70007484,1,2023-04-05,5,0.00125,259.09,Processor,130,Appraisal Delay,2023-04-07,2023-04-12
93081,70007485,1,2023-04-03,5,0.00125,514.44,Processor,130,Appraisal Delay,2023-04-07,2023-04-12
93082,70007485,2,2023-04-11,15,0.0025,1028.87,Broker,139,Rate Shopping,2023-04-12,2023-04-27
93083,70007487,1,2023-04-10,5,0.00125,568.97,Processor,134,Borrower Delay,2023-04-14,2023-04-19
93084,70007487,2,2023-04-18,5,0.00125,568.97,Broker,134,Appraisal Delay,2023-04-19,2023-04-24
93085,70007496,1,2023-03-11,15,0.0025,715.78,Broker,125,Underwriting Conditions,2023-03-12,2023-03-27
93086,70007496,2,2023-03-22,15,0.0025,715.78,Broker,127,Title Issues,2023-03-27,2023-04-11
93087,70007497,1,2023-02-18,5,0.00125,946.99,Loan Officer,129,Rate Shopping,2023-02-23,2023-02-28
93088,70007497,2,2023-02-23,15,0.0025,1893.97,Broker,125,Rate Shopping,2023-02-28,2023-03-15
93089,70007497,3,2023-03-12,15,0.0025,1893.97,Broker,127,Appraisal Delay,2023-03-15,2023-03-30
93090,70007499,1,2023-04-20,15,0.0025,797.19,Loan Officer,139,Appraisal Delay,2023-04-22,2023-05-07
93091,70007499,2,2023-05-02,5,0.00125,398.59,Processor,135,Title Issues,2023-05-07,2023-05-12
93092,70007500,1,2023-03-09,5,0.00125,812.2,Loan Officer,136,Title Issues,2023-03-11,2023-03-16
93093,70007500,2,2023-03-15,15,0.0025,1624.41,Broker,138,Rate Shopping,2023-03-16,2023-03-31
93094,70007501,1,2023-05-07,5,0.00125,198.01,Loan Officer,126,Appraisal Delay,2023-05-12,2023-05-17
93095,70007503,1,2023-03-26,15,0.0025,456.31,Loan Officer,138,Appraisal Delay,2023-03-28,2023-04-12
93096,70007503,2,2023-04-09,15,0.0025,456.31,Broker,127,Underwriting Conditions,2023-04-12,2023-04-27
93097,70007505,1,2023-02-11,15,0.0025,1281.68,Processor,130,Rate Shopping,2023-02-16,2023-03-03
93098,70007505,2,2023-02-28,15,0.0025,1281.68,Processor,131,Rate Shopping,2023-03-03,2023-03-18
93099,70007505,3,2023-03-13,15,0.0025,1281.68,Processor,127,Appraisal Delay,2023-03-18,2023-04-02
93100,70007516,1,2023-04-20,5,0.00125,760.29,Loan Officer,131,Borrower Delay,2023-04-24,2023-04-29
93101,70007517,1,2023-04-09,15,0.0025,962.68,Processor,127,Borrower Delay,2023-04-13,2023-04-28
93102,70007518,1,2023-03-03,5,0.00125,342.35,Processor,129,Borrower Delay,2023-03-04,2023-03-09
93103,70007520,1,2023-04-03,5,0.00125,581.8,Processor,125,Borrower Delay,2023-04-07,2023-04-12
93104,70007520,2,2023-04-08,15,0.0025,1163.6,Loan Officer,127,Rate Shopping,2023-04-12,2023-04-27
93105,70007521,1,2023-03-27,5,0.00125,489.85,Broker,133,Rate Shopping,2023-03-29,2023-04-03
93106,70007521,2,2023-03-30,5,0.00125,489.85,Processor,128,Borrower Delay,2023-04-03,2023-04-08
93107,70007522,1,2023-05-11,5,0.00125,435.3,Broker,136,Appraisal Delay,2023-05-13,2023-05-18
93108,70007522,2,2023-05-16,15,0.0025,870.61,Loan Officer,133,Borrower Delay,2023-05-18,2023-06-02
93109,70007534,1,2023-03-28,5,0.00125,839.63,Loan Officer,126,Rate Shopping,2023-03-30,2023-04-04
93110,70007534,2,2023-03-31,5,0.00125,839.63,Processor,137,Appraisal Delay,2023-04-04,2023-04-09
93111,70007539,1,2023-02-28,15,0.0025,806.28,Loan Officer,132,Underwriting Conditions,2023-03-03,2023-03-18
93112,70007539,2,2023-03-16,15,0.0025,806.28,Broker,128,Rate Shopping,2023-03-18,2023-04-02
93113,70007539,3,2023-03-30,15,0.0025,806.28,Loan Officer,131,Borrower Delay,2023-04-02,2023-04-17
93114,70007539,4,2023-04-15,15,0.0025,806.28,Broker,128,Rate Shopping,2023-04-17,2023-05-02
93115,70007546,1,2023-05-04,15,0.0025,935.29,Loan Officer,133,Title Issues,2023-05-05,2023-05-20
93116,70007551,1,2023-01-30,15,0.0025,851.92,Processor,139,Underwriting Conditions,2023-02-04,2023-02-19
93117,70007554,1,2023-02-15,15,0.0025,1507.45,Loan Officer,134,Title Issues,2023-02-19,2023-03-06
93118,70007554,2,2023-03-01,15,0.0025,1507.45,Broker,129,Rate Shopping,2023-03-06,2023-03-21
93119,70007566,1,2023-03-12,15,0.0025,1833.05,Processor,134,Underwriting Conditions,2023-03-13,2023-03-28
93120,70007568,1,2023-04-28,5,0.00125,501.8,Processor,134,Borrower Delay,2023-05-03,2023-05-08
93121,70007569,1,2023-03-25,5,0.00125,848.73,Loan Officer,136,Underwriting Conditions,2023-03-30,2023-04-04
93122,70007574,1,2023-02-15,5,0.00125,438.11,Processor,133,Borrower Delay,2023-02-20,2023-02-25
93123,70007574,2,2023-02-23,5,0.00125,438.11,Loan Officer,128,Borrower Delay,2023-02-25,2023-03-02
93124,70007580,1,2023-04-22,5,0.00125,450.89,Loan Officer,126,Underwriting Conditions,2023-04-26,2023-05-01
93125,70007580,2,2023-04-29,15,0.0025,901.77,Processor,139,Title Issues,2023-05-01,2023-05-16
93126,70007586,1,2023-02-12,15,0.0025,1251.37,Processor,138,Underwriting Conditions,2023-02-16,2023-03-03
93127,70007587,1,2023-03-01,5,0.00125,430.74,Processor,134,Borrower Delay,2023-03-05,2023-03-10
93128,70007592,1,2023-03-08,5,0.00125,518.58,Broker,133,Underwriting Conditions,2023-03-11,2023-03-16
93129,70007592,2,2023-03-13,5,0.00125,518.58,Loan Officer,125,Borrower Delay,2023-03-16,2023-03-21
93130,70007600,1,2023-04-20,15,0.0025,927.76,Processor,130,Title Issues,2023-04-24,2023-05-09
93131,70007601,1,2023-03-20,15,0.0025,988.83,Loan Officer,132,Underwriting Conditions,2023-03-25,2023-04-09
93132,70007601,2,2023-04-07,15,0.0025,988.83,Loan Officer,139,Borrower Delay,2023-04-09,2023-04-24
93133,70007602,1,2023-03-17,5,0.00125,272.22,Broker,130,Borrower Delay,2023-03-18,2023-03-23
93134,70007607,1,2023-03-04,15,0.0025,967.73,Processor,127,Borrower Delay,2023-03-06,2023-03-21
93135,70007608,1,2023-05-05,15,0.0025,956.81,Processor,135,Borrower Delay,2023-05-09,2023-05-24
93136,70007610,1,2023-04-08,5,0.00125,534.32,Processor,127,Title Issues,2023-04-10,2023-04-15
93137,70007613,1,2023-02-06,15,0.0025,456.05,Broker,127,Appraisal Delay,2023-02-07,2023-02-22
93138,70007613,2,2023-02-17,5,0.00125,228.03,Loan Officer,126,Borrower Delay,2023-02-22,2023-02-27
93139,70007616,1,2023-03-27,15,0.0025,720.94,Loan Officer,139,Borrower Delay,2023-03-29,2023-04-13
93140,70007617,1,2023-04-19,5,0.00125,720.62,Loan Officer,136,Borrower Delay,2023-04-24,2023-04-29
93141,70007618,1,2023-02-04,5,0.00125,816.92,Loan Officer,125,Title Issues,2023-02-05,2023-02-10
93142,70007619,1,2023-03-06,15,0.0025,1671.23,Loan Officer,133,Rate Shopping,2023-03-08,2023-03-23
93143,70007619,2,2023-03-20,15,0.0025,1671.23,Processor,139,Rate Shopping,2023-03-23,2023-04-07
93144,70007632,1,2023-05-16,15,0.0025,791.88,Loan Officer,129,Appraisal Delay,2023-05-21,2023-06-05
93145,70007633,1,2023-03-27,15,0.0025,967.74,Broker,139,Rate Shopping,2023-04-01,2023-04-16
93146,70007633,2,2023-04-15,5,0.00125,483.87,Processor,137,Underwriting Conditions,2023-04-16,2023-04-21
93147,70007635,1,2023-03-15,15,0.0025,942.94,Processor,128,Title Issues,2023-03-20,2023-04-04
93148,70007637,1,2023-03-28,15,0.0025,1402.4,Processor,128,Rate Shopping,2023-04-01,2023-04-16
93149,70007640,1,2023-02-25,5,0.00125,429.25,Processor,137,Rate Shopping,2023-02-28,2023-03-05
93150,70007641,1,2023-03-06,5,0.00125,383.95,Loan Officer,138,Title Issues,2023-03-07,2023-03-12
93151,70007641,2,2023-03-09,15,0.0025,767.89,Loan Officer,129,Title Issues,2023-03-12,2023-03-27
93152,70007643,1,2023-03-04,15,0.0025,884.11,Processor,137,Title Issues,2023-03-07,2023-03-22
93153,70007643,2,2023-03-17,5,0.00125,442.05,Loan Officer,129,Title Issues,2023-03-22,2023-03-27
93154,70007644,1,2023-03-06,5,0.00125,482.72,Loan Officer,136,Borrower Delay,2023-03-07,2023-03-12
93155,70007649,1,2023-03-20,5,0.00125,800.94,Broker,127,Underwriting Conditions,2023-03-24,2023-03-29
93156,70007649,2,2023-03-24,15,0.0025,1601.88,Processor,130,Appraisal Delay,2023-03-29,2023-04-13
93157,70007651,1,2023-04-11,5,0.00125,433.15,Loan Officer,133,Rate Shopping,2023-04-14,2023-04-19
93158,70007651,2,2023-04-18,15,0.0025,866.31,Broker,135,Title Issues,2023-04-19,2023-05-04
93159,70007654,1,2023-03-19,5,0.00125,255.03,Loan Officer,133,Appraisal Delay,2023-03-23,2023-03-28
93160,70007654,2,2023-03-26,15,0.0025,510.07,Loan Officer,138,Title Issues,2023-03-28,2023-04-12
93161,70007654,3,2023-04-08,15,0.0025,510.07,Loan Officer,128,Rate Shopping,2023-04-12,2023-04-27
93162,70007654,4,2023-04-23,15,0.0025,510.07,Processor,138,Underwriting Conditions,2023-04-27,2023-05-12
93163,70007657,1,2023-03-18,5,0.00125,185.64,Processor,129,Underwriting Conditions,2023-03-23,2023-03-28
93164,70007657,2,2023-03-24,15,0.0025,371.29,Processor,129,Appraisal Delay,2023-03-28,2023-04-12
93165,70007658,1,2023-04-19,5,0.00125,628.11,Loan Officer,136,Rate Shopping,2023-04-24,2023-04-29
93166,70007661,1,2023-03-28,5,0.00125,920.04,Processor,138,Borrower Delay,2023-04-02,2023-04-07
93167,70007668,1,2023-04-16,15,0.0025,1191.63,Processor,128,Rate Shopping,2023-04-18,2023-05-03
93168,70007670,1,2023-03-13,5,0.00125,370.93,Loan Officer,136,Underwriting Conditions,2023-03-18,2023-03-23
93169,70007671,1,2023-05-16,15,0.0025,960.52,Loan Officer,130,Underwriting Conditions,2023-05-17,2023-06-01
93170,70007686,1,2023-03-18,5,0.00125,999.89,Broker,135,Rate Shopping,2023-03-22,2023-03-27
93171,70007686,2,2023-03-22,15,0.0025,1999.77,Processor,135,Underwriting Conditions,2023-03-27,2023-04-11
93172,70007690,1,2023-02-10,15,0.0025,1289.23,Processor,137,Underwriting Conditions,2023-02-13,2023-02-28
93173,70007690,2,2023-02-25,5,0.00125,644.62,Broker,127,Borrower Delay,2023-02-28,2023-03-05
93174,70007700,1,2023-03-20,15,0.0025,1483.44,Broker,134,Underwriting Conditions,2023-03-21,2023-04-05
93175,70007702,1,2023-03-16,5,0.00125,940.53,Processor,136,Rate Shopping,2023-03-18,2023-03-23
93176,70007706,1,2023-03-06,5,0.00125,950.89,Processor,125,Underwriting Conditions,2023-03-10,2023-03-15
93177,70007706,2,2023-03-12,15,0.0025,1901.78,Loan Officer,126,Underwriting Conditions,2023-03-15,2023-03-30
93178,70007709,1,2023-02-20,5,0.00125,409.79,Processor,129,Appraisal Delay,2023-02-22,2023-02-27
93179,70007714,1,2023-04-23,15,0.0025,1667.61,Processor,130,Borrower Delay,2023-04-27,2023-05-12
93180,70007714,2,2023-05-11,5,0.00125,833.8,Processor,126,Underwriting Conditions,2023-05-12,2023-05-17
93181,70007726,1,2023-02-23,15,0.0025,1096.62,Loan Officer,137,Underwriting Conditions,2023-02-25,2023-03-12
93182,70007732,1,2023-03-04,15,0.0025,696.58,Processor,127,Title Issues,2023-03-09,2023-03-24
93183,70007732,2,2023-03-21,5,0.00125,348.29,Processor,131,Rate Shopping,2023-03-24,2023-03-29
93184,70007737,1,2023-04-03,5,0.00125,729.82,Broker,136,Underwriting Conditions,2023-04-04,2023-04-09
93185,70007737,2,2023-04-04,5,0.00125,729.82,Loan Officer,134,Rate Shopping,2023-04-09,2023-04-14
93186,70007739,1,2023-02-03,5,0.00125,339.76,Loan Officer,137,Appraisal Delay,2023-02-04,2023-02-09
93187,70007757,1,2023-02-16,15,0.0025,1937.11,Broker,139,Borrower Delay,2023-02-20,2023-03-07
93188,70007757,2,2023-03-02,15,0.0025,1937.11,Broker,135,Borrower Delay,2023-03-07,2023-03-22
93189,70007761,1,2023-03-23,15,0.0025,2004.38,Processor,133,Appraisal Delay,2023-03-24,2023-04-08
93190,70007763,1,2023-04-21,5,0.00125,524.47,Processor,134,Rate Shopping,2023-04-24,2023-04-29
93191,70007772,1,2023-02-11,5,0.00125,397.77,Processor,136,Underwriting Conditions,2023-02-15,2023-02-20
93192,70007772,2,2023-02-18,5,0.00125,397.77,Processor,136,Title Issues,2023-02-20,2023-02-25
93193,70007774,1,2023-03-29,15,0.0025,822.01,Loan Officer,130,Borrower Delay,2023-04-01,2023-04-16
93194,70007780,1,2023-02-16,5,0.00125,773.48,Loan Officer,125,Underwriting Conditions,2023-02-20,2023-02-25
93195,70007780,2,2023-02-24,15,0.0025,1546.96,Broker,127,Underwriting Conditions,2023-02-25,2023-03-12
93196,70007783,1,2023-03-20,15,0.0025,1758.67,Processor,137,Title Issues,2023-03-25,2023-04-09
93197,70007784,1,2023-04-14,5,0.00125,340.38,Broker,128,Rate Shopping,2023-04-19,2023-04-24
93198,70007789,1,2023-05-06,15,0.0025,647.83,Processor,134,Underwriting Conditions,2023-05-10,2023-05-25
93199,70007789,2,2023-05-24,5,0.00125,323.91,Loan Officer,128,Borrower Delay,2023-05-25,2023-05-30
93200,70007791,1,2023-01-29,5,0.00125,503.84,Processor,139,Borrower Delay,2023-02-01,2023-02-06
93201,70007791,2,2023-02-04,5,0.00125,503.84,Broker,136,Title Issues,2023-02-06,2023-02-11
93202,70007794,1,2023-02-10,15,0.0025,2036.7,Broker,129,Title Issues,2023-02-13,2023-02-28
93203,70007794,2,2023-02-23,5,0.00125,1018.35,Loan Officer,128,Underwriting Conditions,2023-02-28,2023-03-05
93204,70007796,1,2023-04-01,15,0.0025,861.73,Processor,139,Appraisal Delay,2023-04-02,2023-04-17
93205,70007806,1,2023-03-15,15,0.0025,942.31,Broker,135,Title Issues,2023-03-16,2023-03-31
93206,70007806,2,2023-03-28,15,0.0025,942.31,Broker,137,Appraisal Delay,2023-03-31,2023-04-15
93207,70007808,1,2023-04-29,5,0.00125,550.34,Loan Officer,134,Borrower Delay,2023-05-02,2023-05-07
93208,70007809,1,2023-05-08,5,0.00125,376.26,Processor,134,Underwriting Conditions,2023-05-09,2023-05-14
93209,70007809,2,2023-05-12,15,0.0025,752.51,Loan Officer,134,Title Issues,2023-05-14,2023-05-29
93210,70007820,1,2023-03-01,5,0.00125,529.47,Loan Officer,128,Underwriting Conditions,2023-03-06,2023-03-11
93211,70007821,1,2023-04-18,15,0.0025,616.43,Processor,137,Underwriting Conditions,2023-04-23,2023-05-08
93212,70007823,1,2023-04-07,15,0.0025,484.44,Processor,132,Appraisal Delay,2023-04-09,2023-04-24
93213,70007823,2,2023-04-19,15,0.0025,484.44,Processor,127,Title Issues,2023-04-24,2023-05-09
93214,70007838,1,2023-02-20,5,0.00125,1064.95,Loan Officer,138,Borrower Delay,2023-02-21,2023-02-26
93215,70007838,2,2023-02-22,15,0.0025,2129.91,Processor,128,Appraisal Delay,2023-02-26,2023-03-13
93216,70007843,1,2023-02-16,5,0.00125,1010.79,Processor,139,Appraisal Delay,2023-02-20,2023-02-25
93217,70007847,1,2023-04-26,15,0.0025,562.7,Broker,131,Title Issues,2023-04-29,2023-05-14
93218,70007847,2,2023-05-11,15,0.0025,562.7,Broker,138,Appraisal Delay,2023-05-14,2023-05-29
93219,70007863,1,2023-04-04,5,0.00125,499.89,Processor,127,Rate Shopping,2023-04-06,2023-04-11
93220,70007863,2,2023-04-10,15,0.0025,999.78,Broker,132,Rate Shopping,2023-04-11,2023-04-26
