Loan Number,Application Date,Lock Date,Funding Date,Loan Amount,Property State,Property Type,Occupancy Type,Loan Purpose,Channel,Product Type,Interest Rate,FICO,CLTV,DTI,Lock Term (days),Loan Status,loan_officer_id,Account Executive ID,Underwriter ID,Processor ID,Compensation (BPS),Compensation ($),Branch ID,Pull Through Flag,Extension Count,Is Funded,Loan Age (Days),Days To Fund,App To Lock Days,Lock To Fund Days,FICO Bucket,CLTV Bucket,High DTI Flag,Total Time In Process,Loan Status Simplified,Loan Purpose Simplified
70008823,2023-02-24,2023-02-28,,315344,Tn,Sfr,Primary,Refi Rt,Wholesale,Conventional,6.575,747,81,32,60,Denied,104,163.0,138,153,80,2522.75,30,0,0,0,1147,,4,,Excellent (740-799),81-90%,0,4.0,Withdrawn,Refinance
70008824,2023-03-17,2023-03-22,2023-04-22,357638,Tx,Sfr,Primary,Purchase,Wholesale,Va,5.654,820,81,36,45,Funded,106,160.0,129,143,112,4005.55,12,1,0,1,1126,36.0,5,31.0,Elite (800+),81-90%,0,36.0,Funded,Purchase
70008825,2023-02-24,2023-02-26,2023-03-24,394292,Sc,Sfr,Primary,Refi Rt,Retail,Conventional,6.337,777,94,35,45,Funded,108,,138,144,108,4258.35,12,1,1,1,1147,28.0,2,26.0,Excellent (740-799),91-100%,0,28.0,Funded,Refinance
70008826,2023-01-02,2023-01-02,2023-01-27,640066,Fl,Sfr,Investment,Refi Rt,Retail,Conventional,5.971,670,92,32,30,Funded,115,,125,143,133,8512.88,18,1,0,1,1200,25.0,0,25.0,Prime (660-699),91-100%,0,25.0,Funded,Refinance
70008827,2023-03-20,2023-03-20,,235408,Nc,Sfr,Investment,Purchase,Wholesale,Fha,5.563,749,83,27,45,Suspended,102,161.0,138,152,126,2966.14,18,0,0,0,1123,,0,,Excellent (740-799),81-90%,0,0.0,Suspended,Purchase
70008828,2023-01-10,2023-01-13,,290842,Fl,Condo,Second Home,Refi Rt,Retail,Conventional,5.931,766,78,35,30,Suspended,104,,127,145,88,2559.41,30,0,0,0,1192,,3,,Excellent (740-799),71-80%,0,3.0,Suspended,Refinance
70008829,2023-01-31,2023-02-03,2023-03-22,329935,Ga,Condo,Second Home,Purchase,Wholesale,Conventional,5.894,735,77,40,30,Funded,121,163.0,133,144,133,4388.14,18,1,0,1,1171,50.0,3,47.0,Prime+ (700-739),71-80%,0,50.0,Funded,Purchase
70008830,2023-02-01,2023-02-01,2023-03-31,463923,Va,Sfr,Primary,Refi Co,Retail,Fha,6.118,724,85,43,30,Funded,112,,134,146,95,4407.27,22,1,0,1,1170,58.0,0,58.0,Prime+ (700-739),81-90%,0,58.0,Funded,Refinance
70008831,2023-01-11,2023-01-11,2023-02-28,605540,Ca,Sfr,Primary,Refi Rt,Retail,Conventional,6.371,746,74,28,30,Funded,112,,139,151,89,5389.31,22,1,0,1,1191,48.0,0,48.0,Excellent (740-799),71-80%,0,48.0,Funded,Refinance
70008832,2023-01-04,2023-01-09,,174482,Nc,Sfr,Primary,Purchase,Retail,Fha,6.047,676,75,46,30,Withdrawn,102,,135,143,125,2181.03,18,0,0,0,1198,,5,,Prime (660-699),71-80%,1,5.0,Withdrawn,Purchase
70008833,2023-01-31,2023-01-31,,296296,Nc,Sfr,Primary,Purchase,Wholesale,Conventional,6.372,751,90,44,15,Withdrawn,120,164.0,138,145,83,2459.26,35,0,0,0,1171,,0,,Excellent (740-799),81-90%,0,0.0,Withdrawn,Purchase
70008834,2023-03-04,2023-03-04,2023-04-14,308319,Sc,Condo,Primary,Refi Rt,Wholesale,Jumbo,6.657,728,88,34,30,Funded,105,156.0,131,141,104,3206.52,12,1,2,1,1139,41.0,0,41.0,Prime+ (700-739),81-90%,0,41.0,Funded,Refinance
70008835,2023-03-27,2023-04-01,2023-04-22,692135,Ny,Condo,Primary,Purchase,Retail,Fha,5.585,732,76,30,15,Funded,119,,132,153,117,8097.98,35,1,0,1,1116,26.0,5,21.0,Prime+ (700-739),71-80%,0,26.0,Funded,Purchase
70008836,2023-03-19,2023-03-23,,719037,Ca,Sfr,Investment,Refi Rt,Retail,Conventional,5.935,681,78,25,30,Suspended,104,,130,142,99,7118.47,30,0,0,0,1124,,4,,Prime (660-699),71-80%,0,4.0,Suspended,Refinance
70008837,2023-02-18,2023-02-20,2023-03-11,507230,Fl,Sfr,Primary,Purchase,Retail,Conventional,6.69,683,93,32,45,Funded,109,,136,153,122,6188.21,12,1,1,1,1153,21.0,2,19.0,Prime (660-699),91-100%,0,21.0,Funded,Purchase
70008838,2023-01-16,2023-01-18,2023-02-28,285702,Il,Sfr,Investment,Purchase,Retail,Conventional,5.749,727,70,20,60,Funded,101,,127,141,90,2571.32,12,1,0,1,1186,43.0,2,41.0,Prime+ (700-739),61-70%,0,43.0,Funded,Purchase
70008839,2023-01-14,2023-01-19,2023-03-03,361678,Tx,Condo,Primary,Refi Rt,Retail,Va,6.472,728,87,49,60,Funded,110,,128,151,91,3291.27,22,1,2,1,1188,48.0,5,43.0,Prime+ (700-739),81-90%,1,48.0,Funded,Refinance
70008840,2023-02-02,2023-02-05,,335203,Fl,Sfr,Primary,Refi Rt,Retail,Conventional,6.097,708,84,27,60,Withdrawn,123,,126,144,82,2748.66,35,0,0,0,1169,,3,,Prime+ (700-739),81-90%,0,3.0,Withdrawn,Refinance
70008841,2023-04-01,2023-04-02,2023-05-24,454374,Ny,Sfr,Primary,Refi Co,Wholesale,Conventional,5.884,791,84,34,45,Funded,103,159.0,129,140,95,4316.55,30,1,0,1,1111,53.0,1,52.0,Excellent (740-799),81-90%,0,53.0,Funded,Refinance
70008842,2023-03-06,2023-03-06,,781301,Ny,Condo,Investment,Purchase,Retail,Jumbo,6.646,753,75,43,15,Denied,117,,139,145,82,6406.67,18,0,0,0,1137,,0,,Excellent (740-799),71-80%,0,0.0,Withdrawn,Purchase
70008843,2023-02-17,2023-02-21,2023-03-10,421646,Ca,Sfr,Primary,Refi Co,Wholesale,Conventional,6.125,686,68,31,30,Funded,107,161.0,127,147,90,3794.81,22,1,0,1,1154,21.0,4,17.0,Prime (660-699),61-70%,0,21.0,Funded,Refinance
70008844,2023-02-06,2023-02-08,2023-03-29,630199,Ca,Condo,Primary,Refi Rt,Retail,Fha,5.702,757,82,41,30,Funded,119,,126,150,123,7751.45,35,1,0,1,1165,51.0,2,49.0,Excellent (740-799),81-90%,0,51.0,Funded,Refinance
70008845,2023-02-08,2023-02-09,,670568,Ny,Sfr,Primary,Refi Rt,Retail,Conventional,6.13,781,85,32,60,Canceled,113,,126,153,90,6035.11,18,0,0,0,1163,,1,,Excellent (740-799),81-90%,0,1.0,Withdrawn,Refinance
70008846,2023-02-08,2023-02-10,2023-03-10,858215,Ca,Sfr,Primary,Refi Co,Retail,Jumbo,7.42,667,76,26,30,Funded,105,,126,142,99,8496.33,12,1,2,1,1163,30.0,2,28.0,Prime (660-699),71-80%,0,30.0,Funded,Refinance
70008847,2023-04-01,2023-04-03,,258218,Nc,Sfr,Primary,Refi Rt,Wholesale,Conventional,6.269,734,85,28,45,Canceled,118,160.0,134,145,79,2039.92,18,0,0,0,1111,,2,,Prime+ (700-739),81-90%,0,2.0,Withdrawn,Refinance
70008848,2023-03-10,2023-03-11,,331694,Nc,Condo,Primary,Refi Rt,Retail,Fha,5.988,653,81,32,30,Canceled,103,,136,148,109,3615.46,30,0,0,0,1133,,1,,Near Prime (620-659),81-90%,0,1.0,Withdrawn,Refinance
70008849,2023-02-20,2023-02-25,2023-03-20,439525,Va,Condo,Primary,Purchase,Wholesale,Va,5.778,725,81,31,45,Funded,107,161.0,128,140,105,4615.01,22,1,0,1,1151,28.0,5,23.0,Prime+ (700-739),81-90%,0,28.0,Funded,Purchase
70008850,2023-01-22,2023-01-23,2023-02-20,341942,Nc,Condo,Second Home,Purchase,Retail,Conventional,5.737,717,79,34,45,Funded,121,,133,148,139,4752.99,18,1,0,1,1180,29.0,1,28.0,Prime+ (700-739),71-80%,0,29.0,Funded,Purchase
70008851,2023-01-17,2023-01-22,2023-03-16,267229,Ga,Sfr,Primary,Refi Co,Retail,Fha,5.807,709,96,33,30,Funded,111,,131,150,82,2191.28,18,1,0,1,1185,58.0,5,53.0,Prime+ (700-739),91-100%,0,58.0,Funded,Refinance
70008852,2023-01-16,2023-01-17,2023-03-17,603623,Ny,Condo,Primary,Refi Co,Retail,Conventional,6.381,644,76,40,15,Funded,120,,137,152,78,4708.26,35,1,0,1,1186,60.0,1,59.0,Near Prime (620-659),71-80%,0,60.0,Funded,Refinance
70008853,2023-01-29,2023-01-31,2023-02-28,207861,Fl,Sfr,Primary,Purchase,Retail,Conventional,6.151,705,98,42,60,Funded,123,,129,140,100,2078.61,35,1,1,1,1173,30.0,2,28.0,Prime+ (700-739),91-100%,0,30.0,Funded,Purchase
70008854,2023-02-04,2023-02-07,2023-02-28,365003,Ga,Sfr,Primary,Purchase,Wholesale,Conventional,6.493,811,86,40,30,Funded,103,161.0,132,153,109,3978.53,30,1,0,1,1167,24.0,3,21.0,Elite (800+),81-90%,0,24.0,Funded,Purchase
70008855,2023-01-14,2023-01-17,2023-03-13,303459,Tn,Sfr,Investment,Refi Rt,Retail,Fha,5.772,693,92,34,30,Funded,110,,136,148,105,3186.32,22,1,0,1,1188,58.0,3,55.0,Prime (660-699),91-100%,0,58.0,Funded,Refinance
70008856,2023-03-06,2023-03-08,,181155,Ga,2-4 Unit,Investment,Purchase,Wholesale,Conventional,6.215,676,87,33,30,Suspended,112,160.0,126,142,94,1702.86,22,0,0,0,1137,,2,,Prime (660-699),81-90%,0,2.0,Suspended,Purchase
70008857,2023-03-22,2023-03-22,2023-05-17,681883,Ca,Sfr,Primary,Purchase,Retail,Conventional,6.134,709,73,39,30,Funded,103,,138,146,105,7159.77,30,1,0,1,1121,56.0,0,56.0,Prime+ (700-739),71-80%,0,56.0,Funded,Purchase
70008858,2023-03-26,2023-03-27,2023-05-11,193529,Sc,Sfr,Investment,Purchase,Wholesale,Va,5.822,723,84,37,45,Funded,102,164.0,131,154,117,2264.29,18,1,1,1,1117,46.0,1,45.0,Prime+ (700-739),81-90%,0,46.0,Funded,Purchase
70008859,2023-03-13,2023-03-15,,649946,Ca,Sfr,Primary,Purchase,Wholesale,Fha,5.473,665,83,48,15,Suspended,101,161.0,130,142,72,4679.61,12,0,0,0,1130,,2,,Prime (660-699),81-90%,1,2.0,Suspended,Purchase
70008860,2023-01-08,2023-01-11,2023-02-10,699074,Ny,2-4 Unit,Primary,Refi Co,Wholesale,Va,5.839,696,76,30,30,Funded,124,155.0,132,153,83,5802.31,12,1,0,1,1194,33.0,3,30.0,Prime (660-699),71-80%,0,33.0,Funded,Refinance
70008861,2023-03-22,2023-03-26,2023-04-17,328647,Va,Sfr,Primary,Purchase,Wholesale,Conventional,6.458,759,74,24,15,Funded,103,155.0,138,149,90,2957.82,30,1,2,1,1121,26.0,4,22.0,Excellent (740-799),71-80%,0,26.0,Funded,Purchase
70008862,2023-01-17,2023-01-17,2023-03-17,666692,Ny,Sfr,Primary,Purchase,Retail,Fha,5.803,705,68,32,30,Funded,116,,127,140,108,7200.27,22,1,0,1,1185,59.0,0,59.0,Prime+ (700-739),61-70%,0,59.0,Funded,Purchase
70008863,2023-02-22,2023-02-26,,262357,Ga,2-4 Unit,Primary,Purchase,Wholesale,Conventional,6.497,729,79,36,60,Withdrawn,110,161.0,138,150,91,2387.45,22,0,0,0,1149,,4,,Prime+ (700-739),71-80%,0,4.0,Withdrawn,Purchase
70008864,2023-03-31,2023-04-05,,405970,Tx,Sfr,Investment,Purchase,Retail,Conventional,6.053,725,97,30,30,Suspended,115,,125,141,140,5683.58,18,0,0,0,1112,,5,,Prime+ (700-739),91-100%,0,5.0,Suspended,Purchase
70008865,2023-03-15,2023-03-20,2023-04-11,322400,Ga,Condo,Primary,Refi Co,Wholesale,Conventional,6.478,696,68,31,45,Funded,115,160.0,129,151,138,4449.12,18,1,0,1,1128,27.0,5,22.0,Prime (660-699),61-70%,0,27.0,Funded,Refinance
70008866,2023-02-26,2023-03-02,2023-04-18,467326,Il,Sfr,Primary,Purchase,Retail,Conventional,6.066,707,81,29,60,Funded,119,,135,140,119,5561.18,35,1,1,1,1145,51.0,4,47.0,Prime+ (700-739),81-90%,0,51.0,Funded,Purchase
70008867,2023-01-30,2023-02-03,2023-03-12,351906,Ga,Condo,Primary,Purchase,Retail,Conventional,6.667,678,84,30,45,Funded,110,,129,140,95,3343.11,22,1,0,1,1172,41.0,4,37.0,Prime (660-699),81-90%,0,41.0,Funded,Purchase
70008868,2023-02-24,2023-02-27,,502306,Va,Sfr,Primary,Refi Co,Wholesale,Conventional,6.4,780,84,40,30,Withdrawn,108,160.0,133,151,91,4570.98,12,0,0,0,1147,,3,,Excellent (740-799),81-90%,0,3.0,Withdrawn,Refinance
70008869,2023-02-15,2023-02-18,2023-03-25,477266,Ca,Sfr,Primary,Refi Rt,Wholesale,Conventional,6.06,758,79,35,45,Funded,122,164.0,130,150,134,6395.36,18,1,1,1,1156,38.0,3,35.0,Excellent (740-799),71-80%,0,38.0,Funded,Refinance
70008870,2023-03-02,2023-03-07,2023-04-02,614549,Ca,Condo,Second Home,Purchase,Retail,Va,5.858,820,96,42,60,Funded,115,,138,142,129,7927.68,18,1,0,1,1141,31.0,5,26.0,Elite (800+),91-100%,0,31.0,Funded,Purchase
70008871,2023-01-24,2023-01-24,,602509,Ca,Sfr,Investment,Refi Co,Retail,Conventional,6.103,659,80,37,45,Suspended,124,,129,148,79,4759.82,12,0,0,0,1178,,0,,Near Prime (620-659),71-80%,0,0.0,Suspended,Refinance
70008872,2023-01-23,2023-01-24,2023-03-24,485451,Va,Sfr,Primary,Refi Rt,Wholesale,Conventional,6.32,744,86,35,45,Funded,107,157.0,129,152,90,4369.06,22,1,0,1,1179,60.0,1,59.0,Excellent (740-799),81-90%,0,60.0,Funded,Refinance
70008873,2023-03-25,2023-03-27,,495567,Fl,2-4 Unit,Primary,Purchase,Retail,Fha,5.731,693,86,36,15,Withdrawn,103,,131,154,96,4757.44,30,0,0,0,1118,,2,,Prime (660-699),81-90%,0,2.0,Withdrawn,Purchase
70008874,2023-03-26,2023-03-26,,288849,Tx,Condo,Primary,Purchase,Retail,Conventional,6.449,658,63,44,45,Canceled,107,,137,141,96,2772.95,22,0,0,0,1117,,0,,Near Prime (620-659),61-70%,0,0.0,Withdrawn,Purchase
70008875,2023-02-02,2023-02-06,2023-03-22,239901,Il,Sfr,Primary,Purchase,Retail,Conventional,6.117,714,75,34,45,Funded,108,,130,141,100,2399.01,12,1,0,1,1169,48.0,4,44.0,Prime+ (700-739),71-80%,0,48.0,Funded,Purchase
70008876,2023-03-20,2023-03-24,,346984,Tx,Sfr,Primary,Purchase,Retail,Conventional,6.005,722,79,30,30,Denied,104,,132,152,84,2914.67,30,0,0,0,1123,,4,,Prime+ (700-739),71-80%,0,4.0,Withdrawn,Purchase
70008877,2023-01-01,2023-01-05,2023-01-24,181956,Ga,Sfr,Investment,Refi Co,Retail,Jumbo,7.405,699,68,30,30,Funded,118,,127,151,88,1601.21,18,1,2,1,1201,23.0,4,19.0,Prime (660-699),61-70%,0,23.0,Funded,Refinance
70008878,2023-01-30,2023-02-04,2023-03-04,536173,Ca,Condo,Primary,Refi Co,Wholesale,Fha,5.32,714,76,49,30,Funded,123,160.0,134,143,94,5040.03,35,1,0,1,1172,33.0,5,28.0,Prime+ (700-739),71-80%,1,33.0,Funded,Refinance
70008879,2023-02-16,2023-02-17,,208831,Ga,Condo,Primary,Purchase,Wholesale,Conventional,6.111,678,86,22,60,Canceled,114,159.0,136,148,102,2130.08,35,0,0,0,1155,,1,,Prime (660-699),81-90%,0,1.0,Withdrawn,Purchase
70008880,2023-03-07,2023-03-09,2023-04-26,360613,Ga,Sfr,Primary,Refi Co,Wholesale,Fha,5.928,730,73,27,30,Funded,112,157.0,133,149,100,3606.13,22,1,0,1,1136,50.0,2,48.0,Prime+ (700-739),71-80%,0,50.0,Funded,Refinance
70008881,2023-01-20,2023-01-24,2023-02-17,239112,Sc,Sfr,Investment,Purchase,Retail,Conventional,6.712,697,79,47,30,Funded,109,,132,143,138,3299.75,12,1,1,1,1182,28.0,4,24.0,Prime (660-699),71-80%,1,28.0,Funded,Purchase
70008882,2023-02-08,2023-02-08,,405396,Il,Sfr,Primary,Refi Co,Wholesale,Fha,6.167,700,88,35,30,Canceled,102,155.0,132,148,115,4662.05,18,0,0,0,1163,,0,,Prime+ (700-739),81-90%,0,0.0,Withdrawn,Refinance
70008883,2023-03-19,2023-03-24,2023-04-08,433509,Tx,Sfr,Primary,Refi Rt,Retail,Va,5.583,672,87,34,45,Funded,109,,126,146,138,5982.42,12,1,0,1,1124,20.0,5,15.0,Prime (660-699),81-90%,0,20.0,Funded,Refinance
70008884,2023-01-09,2023-01-09,2023-03-04,435044,Va,Sfr,Primary,Purchase,Retail,Fha,5.883,725,91,36,45,Funded,118,,139,150,89,3871.89,18,1,0,1,1193,54.0,0,54.0,Prime+ (700-739),91-100%,0,54.0,Funded,Purchase
70008885,2023-03-11,2023-03-12,,273595,Nc,Sfr,Primary,Purchase,Wholesale,Conventional,6.356,702,76,45,30,Suspended,112,159.0,136,147,83,2270.84,22,0,0,0,1132,,1,,Prime+ (700-739),71-80%,0,1.0,Suspended,Purchase
70008886,2023-02-27,2023-03-03,2023-03-28,764567,Ca,Sfr,Primary,Refi Rt,Retail,Jumbo,7.029,717,69,20,60,Funded,106,,127,145,119,9098.35,12,1,1,1,1144,29.0,4,25.0,Prime+ (700-739),61-70%,0,29.0,Funded,Refinance
70008887,2023-01-27,2023-01-30,2023-03-26,948701,Ca,Sfr,Second Home,Purchase,Retail,Jumbo,7.361,773,86,34,30,Funded,105,,132,143,100,9487.01,12,1,4,1,1175,58.0,3,55.0,Excellent (740-799),81-90%,0,58.0,Funded,Purchase
70008888,2023-03-06,2023-03-11,2023-04-13,248075,Tx,2-4 Unit,Primary,Refi Rt,Retail,Conventional,6.536,702,84,44,45,Funded,120,,128,144,84,2083.83,35,1,0,1,1137,38.0,5,33.0,Prime+ (700-739),81-90%,0,38.0,Funded,Refinance
70008889,2023-03-27,2023-03-30,2023-04-17,422076,Tx,Condo,Primary,Refi Rt,Wholesale,Conventional,6.433,724,74,32,45,Funded,104,160.0,130,153,93,3925.31,30,1,0,1,1116,21.0,3,18.0,Prime+ (700-739),71-80%,0,21.0,Funded,Refinance
70008890,2023-02-27,2023-03-01,,760821,Ny,Sfr,Primary,Refi Rt,Wholesale,Jumbo,7.571,769,76,36,45,Canceled,103,157.0,133,154,106,8064.7,30,0,0,0,1144,,2,,Excellent (740-799),71-80%,0,2.0,Withdrawn,Refinance
70008891,2023-01-27,2023-01-31,,472680,Tx,Sfr,Primary,Purchase,Retail,Jumbo,6.688,714,77,36,60,Canceled,106,,130,154,110,5199.48,12,0,0,0,1175,,4,,Prime+ (700-739),71-80%,0,4.0,Withdrawn,Purchase
70008892,2023-03-04,2023-03-09,2023-04-24,547662,Va,Condo,Primary,Refi Rt,Retail,Conventional,5.481,724,76,34,30,Funded,111,,139,154,87,4764.66,18,1,0,1,1139,51.0,5,46.0,Prime+ (700-739),71-80%,0,51.0,Funded,Refinance
70008893,2023-01-16,2023-01-19,2023-02-14,237268,Ga,Sfr,Primary,Purchase,Wholesale,Conventional,6.289,715,74,24,30,Funded,104,164.0,128,145,83,1969.32,30,1,0,1,1186,29.0,3,26.0,Prime+ (700-739),71-80%,0,29.0,Funded,Purchase
70008894,2023-01-18,2023-01-19,2023-03-12,354915,Nc,2-4 Unit,Second Home,Refi Rt,Retail,Jumbo,7.431,703,81,37,60,Funded,114,,136,140,118,4188.0,35,1,0,1,1184,53.0,1,52.0,Prime+ (700-739),81-90%,0,53.0,Funded,Refinance
70008895,2023-01-13,2023-01-17,2023-02-21,745946,Ca,Sfr,Primary,Refi Co,Wholesale,Jumbo,6.733,720,84,30,30,Funded,105,160.0,138,140,97,7235.68,12,1,3,1,1189,39.0,4,35.0,Prime+ (700-739),81-90%,0,39.0,Funded,Refinance
70008896,2023-01-05,2023-01-07,,266683,Tx,Condo,Primary,Purchase,Wholesale,Fha,6.159,787,76,38,60,Canceled,113,157.0,133,142,107,2853.51,18,0,0,0,1197,,2,,Excellent (740-799),71-80%,0,2.0,Withdrawn,Purchase
70008897,2023-01-08,2023-01-10,2023-03-08,492444,Ca,Sfr,Second Home,Purchase,Retail,Conventional,6.307,670,83,21,60,Funded,100,,133,152,140,6894.22,22,1,4,1,1194,59.0,2,57.0,Prime (660-699),81-90%,0,59.0,Funded,Purchase
70008898,2023-02-20,2023-02-21,2023-03-23,401917,Il,2-4 Unit,Second Home,Purchase,Retail,Conventional,6.562,746,83,31,15,Funded,100,,135,149,131,5265.11,22,1,0,1,1151,31.0,1,30.0,Excellent (740-799),81-90%,0,31.0,Funded,Purchase
70008899,2023-02-07,2023-02-09,,471889,Fl,Sfr,Primary,Purchase,Retail,Conventional,6.626,675,79,37,45,Denied,121,,128,152,125,5898.61,18,0,0,0,1164,,2,,Prime (660-699),71-80%,0,2.0,Withdrawn,Purchase
70008900,2023-01-23,2023-01-25,,425981,Il,Sfr,Primary,Purchase,Retail,Fha,5.87,726,85,27,45,Denied,103,,134,141,91,3876.43,30,0,0,0,1179,,2,,Prime+ (700-739),81-90%,0,2.0,Withdrawn,Purchase
70008901,2023-01-10,2023-01-15,,564274,Ca,Sfr,Primary,Purchase,Wholesale,Jumbo,6.397,744,85,20,45,Withdrawn,122,163.0,134,146,129,7279.13,18,0,0,0,1192,,5,,Excellent (740-799),81-90%,0,5.0,Withdrawn,Purchase
70008902,2023-01-21,2023-01-23,2023-03-01,442393,Fl,Sfr,Primary,Refi Rt,Wholesale,Va,5.618,727,95,36,60,Funded,120,162.0,127,143,90,3981.54,35,1,0,1,1181,39.0,2,37.0,Prime+ (700-739),91-100%,0,39.0,Funded,Refinance
70008903,2023-01-22,2023-01-26,2023-02-19,786321,Ca,2-4 Unit,Second Home,Purchase,Retail,Jumbo,7.057,722,88,37,15,Funded,114,,128,141,119,9357.22,35,1,0,1,1180,28.0,4,24.0,Prime+ (700-739),81-90%,0,28.0,Funded,Purchase
70008904,2023-03-11,2023-03-15,2023-04-25,382212,Il,2-4 Unit,Primary,Refi Rt,Retail,Conventional,6.658,711,86,26,30,Funded,111,,131,147,84,3210.58,18,1,0,1,1132,45.0,4,41.0,Prime+ (700-739),81-90%,0,45.0,Funded,Refinance
70008905,2023-01-12,2023-01-16,2023-02-09,397914,Tx,Sfr,Primary,Purchase,Retail,Conventional,6.056,695,78,35,30,Funded,100,,134,150,140,5570.8,22,1,1,1,1190,28.0,4,24.0,Prime (660-699),71-80%,0,28.0,Funded,Purchase
70008906,2023-02-04,2023-02-08,,181936,Ga,Sfr,Primary,Refi Rt,Wholesale,Va,5.882,751,84,35,30,Withdrawn,112,156.0,135,141,94,1710.2,22,0,0,0,1167,,4,,Excellent (740-799),81-90%,0,4.0,Withdrawn,Refinance
70008907,2023-02-27,2023-03-02,2023-03-21,848051,Ny,Sfr,Primary,Refi Rt,Retail,Jumbo,7.599,715,83,43,60,Funded,110,,129,141,97,8226.09,22,1,0,1,1144,22.0,3,19.0,Prime+ (700-739),81-90%,0,22.0,Funded,Refinance
70008908,2023-03-26,2023-03-30,2023-05-05,298404,Sc,Sfr,Primary,Purchase,Retail,Conventional,6.073,746,93,22,30,Funded,110,,130,152,101,3013.88,22,1,1,1,1117,40.0,4,36.0,Excellent (740-799),91-100%,0,40.0,Funded,Purchase
70008909,2023-03-19,2023-03-22,2023-05-02,405518,Tx,Sfr,Primary,Refi Co,Retail,Conventional,6.45,661,88,41,30,Funded,107,,135,153,97,3933.52,22,1,0,1,1124,44.0,3,41.0,Prime (660-699),81-90%,0,44.0,Funded,Refinance
70008910,2023-02-03,2023-02-08,,435287,Ca,Sfr,Primary,Purchase,Wholesale,Conventional,5.931,721,96,43,45,Suspended,115,164.0,127,152,135,5876.37,18,0,0,0,1168,,5,,Prime+ (700-739),91-100%,0,5.0,Suspended,Purchase
70008911,2023-03-15,2023-03-18,2023-04-19,656443,Ny,Sfr,Primary,Purchase,Retail,Conventional,6.803,753,89,42,60,Funded,122,,135,143,124,8139.89,18,1,2,1,1128,35.0,3,32.0,Excellent (740-799),81-90%,0,35.0,Funded,Purchase
70008912,2023-03-12,2023-03-14,2023-04-04,433250,Fl,Condo,Investment,Purchase,Retail,Va,6.333,701,85,34,30,Funded,117,,137,152,71,3076.08,18,1,2,1,1131,23.0,2,21.0,Prime+ (700-739),81-90%,0,23.0,Funded,Purchase
70008913,2023-02-20,2023-02-24,2023-04-03,276920,Ga,Sfr,Primary,Refi Rt,Retail,Conventional,6.293,718,90,23,45,Funded,121,,138,152,124,3433.81,18,1,0,1,1151,42.0,4,38.0,Prime+ (700-739),81-90%,0,42.0,Funded,Refinance
70008914,2023-01-02,2023-01-07,,275118,Nc,Condo,Primary,Purchase,Wholesale,Fha,6.174,642,79,38,30,Withdrawn,108,163.0,134,146,110,3026.3,12,0,0,0,1200,,5,,Near Prime (620-659),71-80%,0,5.0,Withdrawn,Purchase
70008915,2023-04-01,2023-04-04,,234508,Nc,Sfr,Primary,Purchase,Retail,Jumbo,6.304,709,65,36,30,Denied,100,,128,150,137,3212.76,22,0,0,0,1111,,3,,Prime+ (700-739),61-70%,0,3.0,Withdrawn,Purchase
70008916,2023-01-29,2023-01-31,2023-03-22,200804,Ga,Sfr,Investment,Refi Rt,Wholesale,Conventional,6.349,731,72,37,45,Funded,115,159.0,128,153,140,2811.26,18,1,0,1,1173,52.0,2,50.0,Prime+ (700-739),71-80%,0,52.0,Funded,Refinance
70008917,2023-02-24,2023-02-25,2023-04-08,278576,Sc,Sfr,Primary,Purchase,Wholesale,Conventional,6.53,722,73,32,45,Funded,109,161.0,133,147,129,3593.63,12,1,2,1,1147,43.0,1,42.0,Prime+ (700-739),71-80%,0,43.0,Funded,Purchase
70008918,2023-02-20,2023-02-22,2023-04-03,717191,Ny,Condo,Second Home,Refi Rt,Retail,Conventional,6.372,725,74,41,30,Funded,112,,132,142,80,5737.53,22,1,0,1,1151,42.0,2,40.0,Prime+ (700-739),71-80%,0,42.0,Funded,Refinance
70008919,2023-03-17,2023-03-20,2023-04-22,751979,Ny,Sfr,Primary,Purchase,Retail,Jumbo,7.522,722,73,28,45,Funded,118,,136,150,78,5865.44,18,1,0,1,1126,36.0,3,33.0,Prime+ (700-739),71-80%,0,36.0,Funded,Purchase
70008920,2023-03-02,2023-03-06,,192066,Nc,Sfr,Primary,Refi Co,Wholesale,Fha,5.685,772,68,28,30,Withdrawn,120,162.0,136,147,86,1651.77,35,0,0,0,1141,,4,,Excellent (740-799),61-70%,0,4.0,Withdrawn,Refinance
70008921,2023-02-06,2023-02-08,2023-03-29,743215,Ca,Condo,Second Home,Refi Co,Retail,Jumbo,6.604,742,69,32,15,Funded,111,,136,146,88,6540.29,18,1,0,1,1165,51.0,2,49.0,Excellent (740-799),61-70%,0,51.0,Funded,Refinance
70008922,2023-02-24,2023-02-24,,320583,Tn,Sfr,Investment,Refi Rt,Retail,Conventional,6.242,721,88,35,30,Denied,109,,130,145,126,4039.35,12,0,0,0,1147,,0,,Prime+ (700-739),81-90%,0,0.0,Withdrawn,Refinance
70008923,2023-03-06,2023-03-06,,242482,Tn,Sfr,Investment,Purchase,Retail,Fha,5.9,703,86,29,45,Denied,119,,138,147,115,2788.54,35,0,0,0,1137,,0,,Prime+ (700-739),81-90%,0,0.0,Withdrawn,Purchase
